SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500620,GREAT EASTE ,A ,Q,398.45,398.45,388.45,391.15,390.00,397.80,134,3281,1281609.00,
500645,DEEPAK FERT.,A ,Q,363.50,369.10,351.50,355.50,355.50,363.50,794,28278,10263244.00,
500650,EXCEL INDUST,B ,Q,886.00,886.00,824.80,837.75,835.00,872.75,319,4857,4151927.00,
500655,GARWARE POLY,X ,Q,185.00,185.00,180.00,180.70,181.00,186.10,29,2740,495092.00,
500660,GLAXOSMITH  ,A ,Q,2430.05,2454.95,2401.00,2429.75,2429.75,2441.60,327,1214,2943114.00,
500670,GUJ.NARMADA ,A ,Q,486.90,489.00,467.50,470.80,470.80,481.60,3287,152497,72229421.00,
500672,NOVARTIS    ,B ,Q,627.05,630.05,620.35,622.20,622.20,625.65,122,2857,1777254.00,
500674,SANOFI      ,A ,Q,4929.00,4975.00,4804.30,4928.10,4900.05,4904.10,104,10193,49745658.00,
500676,GLAXOSMITHKL,A ,Q,6401.00,6631.00,6284.20,6478.50,6628.00,6381.90,267,631,4060390.00,
500680,PFIZER LTD. ,A ,Q,2300.50,2343.30,2250.00,2310.20,2333.65,2311.85,331,3386,7747088.00,
500690,GUJ.ST.FERT ,A ,Q,135.55,136.35,130.25,131.25,131.25,134.65,1590,201898,26660438.00,
500696,HIND UNI LT ,A ,Q,1362.00,1362.00,1349.00,1352.45,1352.00,1359.55,1480,20998,28400010.00,
500710,AKZOINDIA   ,B ,Q,1793.00,1862.85,1753.50,1834.85,1857.65,1787.05,177,536,973545.00,
500730,NOCIL LTD   ,B ,Q,189.05,192.30,184.75,186.70,186.70,187.35,1827,162180,30608199.00,
500770,TATA CHEM.  ,A ,Q,722.10,726.55,705.10,717.15,717.15,719.15,1099,50639,36399894.00,
500777,T.P.L.      ,B ,Q,62.75,62.75,60.80,61.00,61.20,62.65,116,12024,740162.00,
500780,ZUARIGLOB   ,B ,Q,209.85,210.85,196.00,198.55,198.55,207.15,474,30878,6196663.00,
500790,NESTLE (I)  ,A ,Q,7658.00,7714.90,7580.00,7590.10,7580.00,7585.35,1192,5546,42292424.00,
500800,TATAGLOBAL  ,A ,Q,279.20,282.50,274.20,275.45,275.45,279.20,962,147361,40747258.00,
500820,ASIAN PAINTS,A ,Q,1136.70,1146.15,1132.00,1143.70,1145.00,1136.70,1548,66356,75644281.00,
500825,BRITANIA IND,A ,Q,4800.00,4810.00,4733.55,4781.30,4777.65,4758.60,870,5997,28626781.00,
500830,COLGATE PALM,A ,Q,1094.05,1094.20,1069.50,1075.10,1075.10,1088.35,575,9494,10244995.00,
500840,EIH LTD.    ,B ,Q,181.65,182.00,172.80,174.90,174.90,180.15,114,3249,573952.00,
500850,INDIAN HOTEL,A ,Q,133.20,137.70,132.50,133.10,134.00,133.35,525,62620,8411870.00,
500870,CASTROL     ,A ,Q,198.00,198.00,194.05,194.95,194.95,197.90,983,66992,13090541.00,
500875,ITC LTD.    ,A ,Q,270.00,270.70,265.75,266.35,266.35,268.30,2875,383880,102626133.00,
500877,APOLLO TYRES,A ,Q,273.25,276.00,260.00,261.40,261.40,272.75,1097,128896,34230297.00,
500878,CEAT LIMITED,A ,Q,1653.00,1682.40,1620.00,1629.40,1629.40,1644.65,1688,40654,66946732.00,
500890,MODI RUBBER ,T ,Q,93.60,99.00,93.60,93.80,93.80,98.20,6,436,40931.00,
500940,FINOLEX IND.,A ,Q,646.65,646.75,630.05,634.75,636.90,639.25,519,18047,11490608.00,
500945,VALUE IND L ,Z ,Q,6.35,6.54,6.27,6.27,6.27,6.59,35,7119,45061.00,
501148,DALAL ST INV,XT,Q,120.50,120.65,120.50,120.65,120.65,118.30,2,75,9045.00,
501150,CENTRUM CAP ,B ,Q,66.30,68.60,65.05,66.75,66.75,65.35,981,408476,27174420.00,
501179,OSCAR INV.  ,X ,Q,186.20,190.00,182.10,182.10,182.10,188.15,34,1277,239836.00,
501242,TCI FINANCE ,B ,Q,29.00,29.00,26.10,26.45,26.75,27.35,138,4112,109265.00,
501298,INDUS.&PRUD.,X ,Q,1273.00,1299.85,1218.00,1239.00,1239.00,1235.60,37,392,481869.00,
501301,TATA INVEST.,B ,Q,813.05,820.00,798.00,812.90,820.00,808.75,351,5441,4396694.00,
501343,MOTOR&GEN.FI,B ,Q,39.00,40.30,37.50,37.70,37.50,40.90,5,178,6730.00,
501370,WALCHAND PF ,X ,Q,136.15,141.95,136.15,141.95,141.95,140.00,4,65,9139.00,
501391,W.H.BRADY   ,X ,Q,200.00,204.80,192.85,192.85,192.85,203.00,29,3934,761504.00,
501421,SOLIX TECHNO,XT,Q,122.90,122.90,120.45,120.70,120.70,122.85,13,769,92873.00,
501423,SHA ENG PLA ,X ,Q,1275.00,1425.00,1275.00,1366.90,1366.90,1278.80,389,9085,12391388.00,
501425,BOM.BURMAH  ,A ,Q,1476.00,1532.00,1460.00,1519.90,1519.90,1449.50,2738,47926,72059345.00,
501430,BOM.CYCLE   ,X ,Q,2593.10,2593.10,2593.00,2593.00,2593.00,2604.30,2,2,5186.00,
501455,GREAVES COTT,A ,Q,124.05,125.15,121.00,122.15,122.15,123.25,1637,109811,13478291.00,
501477,MULLER & PHI,XT,Q,80.00,81.10,80.00,80.00,80.00,77.25,6,112,9017.00,
501700,INDIA NIVEH ,X ,Q,36.05,36.20,35.80,35.85,35.85,36.40,53,25823,930132.00,
501833,CHOWGULE ST ,XT,Q,15.65,15.65,14.51,14.65,14.51,15.00,6,1146,16742.00,
501848,GLOBAL OFFS ,B ,Q,32.90,33.05,32.00,32.95,33.00,33.65,111,29261,939116.00,
501945,DHENUBUILD  ,X ,Q,2.87,2.87,2.87,2.87,2.87,2.87,1,102,292.00,
502015,ASSOC.STONE ,X ,Q,36.15,36.55,35.35,35.70,35.90,36.50,120,33230,1198705.00,
502090,SAGAR CEM.  ,B ,Q,980.45,1008.15,980.45,1005.35,1005.45,993.55,120,4298,4301686.00,
502137,DECAN CEMENT,B ,Q,608.00,614.00,585.00,588.40,588.40,599.00,69,1317,783099.00,
502157,MANGALAM CEM,B ,Q,366.45,366.45,343.00,344.55,345.60,358.85,155,4472,1568232.00,
502165,OCL INDIA L ,B ,Q,1333.10,1333.10,1291.00,1297.25,1295.00,1350.70,17,79,103952.00,
502168,N C L IND.  ,B ,Q,246.60,246.60,240.50,241.55,241.55,243.45,353,23328,5682959.00,
502175,SAURAS.CEM. ,X ,Q,82.30,84.35,80.10,80.55,80.55,82.75,339,48463,3963025.00,
502180,SRI DIGV CEM,X ,Q,25.80,25.80,24.80,24.85,24.85,25.30,179,67060,1686898.00,
502219,BOROSIL GLAS,B ,Q,961.00,977.00,951.25,956.65,960.00,955.70,701,12036,11563192.00,
502281,TRIVENI GLAS,XT,Q,17.50,18.00,17.10,17.30,17.45,17.70,18,3380,58937.00,
502330,IPAPPM      ,B ,Q,335.85,336.00,315.80,319.80,320.00,331.55,401,12410,3985878.00,
502355,BALKRISH IND,A ,Q,1135.35,1175.00,1123.25,1127.50,1128.80,1157.20,628,10105,11540883.00,
502407,NATH PULP   ,X ,Q,47.00,47.00,46.00,46.00,46.00,48.00,9,317,14782.00,
502420,ORIENT PAPER,B ,Q,38.90,38.90,35.00,38.15,38.40,38.60,311,47665,1794242.00,
502445,CITADEL     ,X ,Q,80.80,80.80,77.80,78.40,77.80,79.05,5,225,17743.00,
502448,ROLLATAINER ,T ,Q,6.12,6.12,5.95,5.95,5.95,6.26,13,3050,18361.00,
502450,SESHA.PAPER ,B ,Q,908.40,908.40,875.00,880.40,880.40,895.15,59,385,341277.00,
502563,SH.BHAWANI  ,XT,Q,4.43,4.43,4.43,4.43,4.43,4.66,1,50,221.00,
502587,RAMA PULP   ,X ,Q,55.20,55.20,52.00,53.55,53.55,53.10,59,14732,773081.00,
502742,SINTEX IND. ,A ,Q,22.15,22.50,21.75,21.90,21.95,22.25,663,258021,5659931.00,
502761,BLUE BLEND  ,B ,Q,29.10,29.40,28.50,29.40,29.40,29.15,11,1604,46029.00,
502820,DCM LTD.    ,B ,Q,99.00,99.90,97.70,99.50,99.50,99.90,78,5708,563581.00,
502865,FORBES & CO ,B ,Q,3575.00,3575.00,3410.00,3428.10,3428.10,3505.55,224,1406,4853225.00,
502873,H.P.COTTON  ,X ,Q,37.10,37.10,36.35,36.90,36.90,39.45,9,1550,57061.00,
502937,KESORAM IND ,B ,Q,135.90,135.90,129.00,130.90,130.90,134.30,1134,91579,12080344.00,
502958,LAKSHMI MILL,X ,Q,3400.00,3400.00,3356.00,3378.00,3356.00,3379.90,5,13,44068.00,
502986,VARDH TEXT  ,B ,Q,1316.35,1360.00,1312.10,1345.55,1360.00,1313.10,99,619,825606.00,
503031,PENLAND LTD ,B ,Q,30.10,30.80,28.70,29.80,29.50,29.90,533,97195,2872259.00,
503100,PHOENIX MILL,B ,Q,607.35,613.80,601.00,605.00,605.00,596.40,207,1556,942987.00,
503101,MARATHON NEX,B ,Q,506.80,506.80,471.50,475.15,500.00,494.85,97,2924,1407426.00,
503162,REL.CHEMOTX ,X ,Q,101.00,104.45,97.25,100.60,100.80,101.85,75,2522,252714.00,
503169,RUBY MILLS  ,B ,Q,342.00,342.00,333.00,333.00,333.00,340.50,25,1341,447618.00,
503205,SHREERAM    ,X ,Q,42.00,42.50,42.00,42.50,42.50,42.95,5,3495,148385.00,
503229,SIMPLEX REAL,X ,Q,110.00,110.00,110.00,110.00,110.00,114.00,1,1,110.00,
503310,SWAN ENG    ,A ,Q,207.00,209.50,189.95,196.40,196.00,201.30,529,37064,7377810.00,
503349,VICTORIA MIL,X ,Q,3712.00,3780.05,3590.00,3590.00,3590.00,3891.00,16,25,91802.00,
503657,VEER ENERGY ,X ,Q,30.40,31.50,30.00,30.60,30.75,30.70,319,158771,4885960.00,
503669,KKFIN       ,XT,Q,9.95,9.97,9.95,9.97,9.97,9.50,3,1000,9969.00,
503722,BANSW.SYNTEX,B ,Q,121.00,121.00,113.05,114.70,114.00,117.90,39,1728,200896.00,
503772,MODELLA WOOL,X ,Q,4.85,4.85,4.85,4.85,4.85,4.62,1,60,291.00,
503776,MODIPON     ,XT,Q,28.60,28.60,28.55,28.55,28.55,30.00,2,50,1429.00,
503804,SHRI DINESH ,X ,Q,175.00,184.90,175.00,175.75,175.45,181.60,7,400,70204.00,
503806,SRF LIMITED ,A ,Q,1911.30,1914.55,1860.00,1866.90,1866.90,1896.65,370,4613,8685994.00,
503811,SIYARAM SILK,B ,Q,670.00,697.00,635.00,657.55,651.55,679.00,123,995,672576.00,
503837,SHREE RAJSYN,XT,Q,17.15,17.40,17.15,17.35,17.35,17.45,8,5049,87470.00,
503881,HIND.SYNTEX ,T ,Q,11.20,11.20,11.20,11.20,11.20,11.78,1,5,56.00,
503960,BHARAT BIJLE,B ,Q,1484.00,1491.65,1420.45,1426.85,1426.85,1462.00,355,4201,6104213.00,
504000,ELPRO INTER ,X ,Q,57.05,57.05,54.00,55.30,55.35,56.05,48,11451,629463.00,
504008,EMCO LTD.   ,B ,Q,18.90,18.90,17.80,18.15,18.25,18.45,205,38749,704890.00,
504028,GEE LTD     ,X ,Q,49.00,52.00,49.00,49.95,49.90,47.90,125,14132,718261.00,
504036,HIND.RECT   ,B ,Q,138.95,138.95,131.00,132.95,133.40,138.45,105,7420,994736.00,
504058,NIPPOBATRY  ,B ,Q,960.00,960.00,912.15,935.20,940.00,954.50,27,381,358461.00,
504067,ZENSAR TECH.,B ,Q,876.00,909.00,729.90,899.50,900.00,909.95,650,8713,7669217.00,
504076,JYOTI LTD.  ,X ,Q,49.10,49.15,48.00,48.05,48.05,49.05,11,2200,106920.00,
504080,JSL LTD.    ,XT,Q,104.00,104.00,104.00,104.00,104.00,99.05,1,60,6240.00,
504084,KAYCEE IND  ,X ,Q,8101.00,8200.00,8076.80,8076.80,8076.80,8501.85,19,35,284723.00,
504092,INDOKEM LTD.,X ,Q,27.55,27.85,26.60,27.20,27.00,27.85,32,5339,146893.00,
504093,PANA ENERG  ,X ,Q,365.20,365.20,351.50,364.75,365.20,347.85,504,45621,16577711.00,
504112,NELCO LTD.  ,B ,Q,166.40,173.85,159.00,163.75,163.75,164.25,4308,229421,38305085.00,
504132,PERM MAGNETS,X ,Q,106.60,106.60,102.00,106.60,106.60,101.55,74,8976,953261.00,
504176,HIGH ENERGY ,X ,Q,500.00,500.00,475.00,481.35,480.00,495.40,50,1075,522402.00,
504180,STD.BATTERY ,X ,Q,8.55,8.98,8.55,8.56,8.56,8.56,7,1610,13822.00,
504212,UNIV.CABLE  ,B ,Q,162.85,163.85,156.00,156.45,156.10,158.55,190,11843,1880664.00,
504220,W.S.INDUSTR.,B ,Q,7.16,7.16,6.69,6.93,6.80,6.86,8,1032,7127.00,
504240,DELTON CABLE,XT,Q,27.25,27.25,26.30,26.30,26.30,26.00,4,325,8666.00,
504258,LAKSHMI ELEC,X ,Q,637.00,645.00,618.00,638.50,640.05,633.60,70,4528,2844949.00,
504286,DELTA MAG   ,T ,Q,64.10,64.10,64.00,64.10,64.10,61.05,4,241,15447.00,
504340,CONFINT     ,X ,Q,5.30,5.30,5.30,5.30,5.30,5.30,1,1,5.00,
504341,RELTD       ,XT,Q,36.10,37.90,34.35,35.65,34.35,36.10,9,700,25296.00,
504351,EMPOWER     ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,81,1395230,683662.00,
504392,KRISHNA VEN ,XT,Q,69.00,69.00,69.00,69.00,69.00,69.00,2,5,345.00,
504614,SARDA ENMIN ,B ,Q,527.00,527.10,500.45,503.65,503.65,518.60,896,35527,18002790.00,
504646,BHAGWATI AUT,X ,Q,109.00,109.00,107.00,107.75,107.75,108.25,31,3862,416585.00,
504673,UNIV.PRIME  ,XT,Q,2.38,2.38,2.38,2.38,2.38,2.50,1,50,119.00,
504701,GONTER PEIP ,SS,Q,6.84,7.44,6.84,7.44,7.44,7.20,6,1800,13332.00,
504741,IND.HUME PIP,B ,Q,373.50,408.00,367.80,375.70,373.60,375.55,238,8123,3125753.00,
504786,INVEST &PREC,X ,Q,470.00,470.00,444.10,447.25,447.25,464.00,62,1723,779028.00,
504810,INFORMEDTEC ,X ,Q,50.05,50.05,50.05,50.05,50.05,47.70,17,1650,82582.00,
504840,KAIRA CAN CO,XT,Q,1430.00,1539.00,1407.00,1407.00,1407.00,1481.00,17,221,312933.00,
504879,ORIENT ABRAS,B ,Q,47.95,48.25,46.10,46.40,46.40,48.50,70,17576,824155.00,
504903,RATHI ST    ,XT,Q,2.60,2.60,2.52,2.52,2.52,2.65,10,4900,12402.00,
504908,DUNCANENG   ,X ,Q,85.00,85.00,83.50,85.00,85.00,83.10,7,72,6117.00,
504918,SANDUR MANG.,X ,Q,1255.05,1280.00,1241.00,1245.65,1249.00,1254.75,313,8109,10172916.00,
504959,STOVAC IND. ,X ,Q,3125.00,3125.00,2960.05,3005.80,3050.00,2989.90,22,202,606171.00,
504961,TATA YODOGAW,XT,Q,70.50,70.95,66.50,67.05,67.05,69.60,64,6631,448042.00,
504966,TINPLATE    ,B ,Q,246.05,249.50,235.00,237.70,237.70,244.70,2862,246339,59271204.00,
504973,TIFHL       ,A ,Q,665.00,680.95,663.00,676.10,676.10,664.95,187,2377,1595346.00,
504988,WELCAST     ,X ,Q,990.00,990.00,900.85,973.75,985.00,948.25,55,424,406921.00,
505010,AUTO AXLES  ,B ,Q,1686.90,1686.90,1649.45,1669.35,1669.35,1670.40,114,587,975651.00,
505029,ATLAS CYCLES,T ,Q,189.40,191.95,183.20,183.40,183.40,186.00,21,767,143634.00,
505036,AUTO COR.GOA,X ,Q,1243.85,1243.90,1147.00,1162.75,1162.75,1207.30,296,4684,5473272.00,
505075,SETCO AUTO  ,B ,Q,66.50,67.25,63.15,63.90,63.90,65.65,1250,181077,11741311.00,
505141,SCOOTERS IND,XT,Q,51.35,52.30,50.55,52.30,52.30,53.20,13,1926,98272.00,
505160,TALBROS AUTO,B ,Q,310.00,313.15,298.05,299.40,299.85,306.90,200,7089,2152924.00,
505163,ZF STEERING ,B ,Q,1096.00,1126.70,1085.00,1099.05,1100.00,1106.70,272,9432,10373688.00,
505192,SMLISUZU    ,B ,Q,789.00,814.45,789.00,792.40,793.00,797.40,90,1230,982157.00,
505196,TIL LTD.    ,B ,Q,552.00,552.00,517.05,522.75,522.75,549.00,168,1570,830439.00,
505200,EICHER MOTOR,A ,Q,28355.00,28402.95,27197.00,27350.10,27425.00,28322.40,1173,2802,77419100.00,
505212,JAINEX      ,XT,Q,52.00,53.00,52.00,53.00,53.00,50.50,2,150,7900.00,
505216,ALFRED HERB ,XT,Q,977.10,1024.00,977.10,984.15,984.15,1028.50,10,66,65137.00,
505230,CIMMCO      ,B ,Q,99.00,99.55,94.75,96.50,96.50,99.15,28,1896,186363.00,
505232,VELJAN      ,XT,Q,1080.20,1081.00,1075.00,1075.00,1075.00,1075.50,6,70,75556.00,
505242,DYNAMAT.TECH,B ,Q,1759.95,1759.95,1683.95,1702.15,1702.00,1761.45,84,800,1372654.00,
505250,G.G.DANDEKAR,X ,Q,85.70,87.50,83.35,83.35,83.35,87.70,26,1988,167870.00,
505255,GMM PFAUDLER,X ,Q,744.00,779.90,720.00,729.55,730.00,751.40,184,5318,3907658.00,
505283,KIRLOSAR PN ,B ,Q,921.00,924.75,901.00,911.00,911.00,928.65,18,262,238820.00,
505299,KULK-POWER  ,X ,Q,51.65,51.65,51.40,51.50,51.50,53.10,8,715,36808.00,
505320,LYNX MACH.  ,X ,Q,37.50,37.50,37.50,37.50,37.50,37.65,1,8,300.00,
505324,MANUGRAPH IN,B ,Q,51.45,51.45,50.55,50.60,50.55,51.15,14,2212,112341.00,
505343,MONOTYPE IND,X ,Q,2.95,2.95,2.71,2.71,2.71,2.85,21,34607,93785.00,
505355,NESCO LTD   ,B ,Q,595.80,596.60,582.10,587.25,589.15,591.30,228,4074,2393909.00,
505358,INTEGRA ENG ,X ,Q,56.20,58.00,54.50,57.75,57.85,56.75,108,16939,958643.00,
505368,REVATHI EQU.,B ,Q,620.00,620.00,613.00,614.00,613.00,636.00,21,602,370770.00,
505400,TEXINFRA    ,B ,Q,62.50,63.10,62.10,62.35,62.30,61.95,105,20201,1260236.00,
505412,WENDT(INDIA),B ,Q,2949.90,2949.90,2838.15,2839.95,2842.00,2902.20,43,1568,4531259.00,
505509,RESPON IND  ,B ,Q,43.90,46.50,41.55,42.20,42.20,40.75,975,170708,7466644.00,
505515,SHYAMKAM INV,XT,Q,27.75,27.75,26.60,26.60,26.60,28.00,10,9666,268213.00,
505523,MAHA CORP   ,XT,Q,0.33,0.33,0.33,0.33,0.33,0.34,2,250,82.00,
505526,DOLAT INV.  ,X ,Q,10.64,10.64,10.64,10.64,10.64,10.64,9,12400,131936.00,
505533,WESTLIFE DEV,B ,Q,333.55,339.00,324.00,327.75,328.45,333.50,601,23843,7902522.00,
505537,ZEE ENTER   ,A ,Q,575.05,581.40,566.00,569.30,568.85,571.00,591,39253,22442695.00,
505576,GOLDCORP    ,X ,Q,61.00,61.85,55.95,58.00,57.85,59.00,11,790,46379.00,
505590,SVPGLOB     ,X ,Q,506.95,518.00,476.05,496.15,496.15,506.80,407,60352,30191160.00,
505650,SKYL MILLAR ,XT,Q,4.65,4.65,4.56,4.56,4.56,4.80,6,2000,9185.00,
505665,ANTIF BEARNG,X ,Q,462.00,484.00,462.00,471.55,471.55,479.35,23,1147,546279.00,
505681,BIMETAL BEAR,X ,Q,637.50,650.00,637.50,646.55,650.00,641.60,34,399,256880.00,
505688,BHARAT GEARS,B ,Q,201.00,204.40,192.50,198.40,198.40,199.65,254,6299,1241195.00,
505693,LATIMMETAL  ,X ,Q,27.60,27.60,27.60,27.60,27.60,27.60,1,25,690.00,
505700,ELECON ENG  ,B ,Q,86.90,87.60,81.65,82.25,82.25,85.70,747,134886,11265275.00,
505710,GRAUER& WEIL,B ,Q,69.55,70.75,67.00,67.25,67.25,70.10,779,180813,12366306.00,
505712,GUJ.AUTO GE ,X ,Q,304.10,310.00,294.00,295.40,296.00,310.00,84,2946,880017.00,
505714,GABRIEL(I)  ,B ,Q,161.00,165.10,156.90,158.45,158.45,163.30,314,22570,3607737.00,
505720,HERC.HOISTS ,B ,Q,141.00,141.00,129.15,131.70,131.70,135.10,64,3165,413568.00,
505726,IFB IND.LTD.,B ,Q,1311.00,1336.00,1291.00,1307.30,1301.10,1307.45,81,527,688813.00,
505729,SINGER INDIA,X ,Q,48.25,49.45,47.00,47.20,47.75,48.20,306,74339,3547226.00,
505737,INTER.COMBUS,X ,Q,507.00,511.50,493.00,496.40,498.90,505.00,62,2115,1058316.00,
505744,FED MOG GOE ,B ,Q,525.00,525.00,507.00,508.35,508.35,519.00,302,1920,984912.00,
505750,JOSTS ENG.  ,X ,Q,1350.00,1350.00,1316.00,1327.35,1344.95,1342.35,14,88,118308.00,
505790,SCHAEFFLER  ,B ,Q,5424.50,5424.50,5400.00,5401.65,5400.00,5353.95,19,21,113542.00,
505800,RANE HOLDIN ,B ,Q,2495.45,2520.00,2439.00,2493.50,2500.00,2478.15,50,235,583359.00,
505827,SNL BEARINGS,X ,Q,385.00,389.90,384.05,387.85,388.00,398.25,14,241,92870.00,
505840,JAIPAN INDUS,XT,Q,50.25,54.80,50.20,52.00,52.00,52.80,50,7119,373894.00,
505850,MANCREDIT   ,SS,Q,3.95,4.10,3.85,3.89,4.00,4.01,92,46616,186749.00,
505854,TRF LTD.    ,B ,Q,229.05,236.95,228.65,229.25,229.05,235.50,82,2988,690904.00,
505872,WPIL LTD.   ,X ,Q,603.00,621.00,603.00,617.65,617.65,610.85,66,1775,1083315.00,
505890,KENNAMETAL  ,B ,Q,785.00,807.00,753.00,776.15,777.00,782.55,539,8488,6636777.00,
505978,TRITON VALVE,X ,Q,1903.55,1929.00,1870.00,1878.90,1875.00,1903.55,86,461,877186.00,
506016,JRIIIL      ,XT,Q,1.14,1.14,1.09,1.09,1.09,1.14,10,1624,1770.00,
506022,PRAKASH IND.,B ,Q,225.15,234.60,218.40,219.85,219.85,219.25,5558,662645,149325730.00,
506074,ARSHIYA     ,B ,Q,100.00,101.00,93.50,94.85,94.85,97.35,232,22356,2189204.00,
506076,GRIND NORTON,B ,Q,507.00,516.00,495.15,505.00,505.00,505.90,594,4020,2014477.00,
506079,LAKSHMI PREC,B ,Q,48.90,48.90,46.10,48.40,48.40,48.70,8,6000,285075.00,
506105,STANROSE MAF,X ,Q,150.00,159.45,146.00,156.90,157.00,151.95,35,2556,380155.00,
506109,GENESYS INT.,B ,Q,297.65,297.65,278.00,284.15,284.15,295.55,152,7513,2167377.00,
506122,PANKAJPIYUS ,X ,Q,65.40,65.40,55.05,55.05,55.05,60.25,10,355,21412.00,
506128,PARNAXLAB   ,X ,Q,57.40,57.40,53.50,53.50,53.50,55.00,30,5880,322704.00,
506146,VISAGAR POL ,B ,Q,1.25,1.26,1.21,1.21,1.21,1.26,71,368964,452130.00,
506184,KANANI IND  ,B ,Q,9.80,10.30,9.80,10.05,10.04,10.10,37,9881,98664.00,
506186,GALAXY ENTER,XT,Q,25.00,25.00,24.00,24.00,24.00,25.05,6,1335,32105.00,
506194,ARIH SUPER  ,B ,Q,150.90,150.95,147.75,147.90,147.90,150.95,226,67398,10002572.00,
506197,BLISSGVS PH ,B ,Q,201.50,202.20,199.00,199.45,200.60,201.35,504,75435,15145940.00,
506222,INEOSSTYRO  ,B ,Q,955.00,969.95,942.00,950.40,950.50,955.35,132,6776,6471768.00,
506235,ALEMBIC LTD.,B ,Q,62.90,63.40,60.80,61.15,61.15,62.15,475,103635,6386519.00,
506248,AMINES&PLAST,X ,Q,75.00,79.70,73.25,74.60,74.60,77.10,174,24567,1854496.00,
506260,ANUH PHARMA ,X ,Q,173.00,177.50,170.10,171.85,171.50,174.40,66,5654,979156.00,
506261,MODISON MET.,X ,Q,74.00,74.00,67.30,68.05,68.05,71.25,224,31686,2195493.00,
506285,BAYER CROP  ,A ,Q,3899.95,3899.95,3850.00,3871.60,3895.00,3868.65,330,1125,4354729.00,
506390,CLARI CHEM  ,B ,Q,603.00,606.50,590.10,595.75,594.00,601.95,374,6900,4134863.00,
506395,COROM INTER ,A ,Q,527.50,529.80,512.25,526.40,516.15,528.40,482,15337,7973671.00,
506401,DEEPAK NITR.,B ,Q,268.60,270.75,254.35,258.30,258.30,266.30,781,64676,16839067.00,
506405,DHARAMSI CHM,X ,Q,102.10,105.00,100.35,100.60,100.60,103.35,102,29553,2984832.00,
506414,DIL LTD     ,X ,Q,3079.00,3079.00,2930.00,3009.05,3020.00,2993.30,113,2981,9006749.00,
506480,GOCLCORP    ,B ,Q,573.40,573.40,568.05,568.45,568.05,572.30,36,736,420435.00,
506520,JAYSHRI CHEM,X ,Q,18.00,18.10,16.80,16.95,16.95,17.80,111,35836,618166.00,
506522,JL MORISON  ,X ,Q,1505.15,1505.15,1450.05,1456.65,1489.00,1433.50,48,450,667851.00,
506525,KANORIA CHEM,B ,Q,81.90,81.90,76.70,78.55,78.55,82.45,323,34151,2716718.00,
506528,KELTECH EN. ,X ,Q,1550.00,1598.00,1504.00,1589.65,1589.65,1554.00,61,855,1319292.00,
506530,KEMP & CO.  ,XT,Q,591.00,591.15,591.00,591.15,591.15,563.00,5,60,35461.00,
506532,NITTA GELA  ,X ,Q,250.90,250.90,226.00,229.15,228.00,239.00,77,3851,895044.00,
506579,ORIENT.CARB.,B ,Q,1264.00,1264.00,1227.45,1236.55,1235.00,1255.25,38,371,462540.00,
506590,PHIL.CARBON ,B ,Q,1203.00,1230.55,1173.50,1195.50,1195.50,1199.60,2335,56267,67244508.00,
506597,AMAL PRODUCT,X ,Q,170.00,170.00,157.10,158.30,161.70,169.75,92,14492,2383448.00,
506605,POLYCHEM    ,X ,Q,377.15,408.95,377.15,403.35,403.35,394.95,13,26,10213.00,
506618,PUN.CHEM    ,B ,Q,421.00,424.50,403.50,411.40,410.00,423.50,52,1017,420682.00,
506642,SADHANA NITR,XT,Q,212.10,218.75,212.10,218.75,218.75,218.75,70,4216,914774.00,
506655,SUDARSH.CHEM,B ,Q,448.15,450.00,433.95,437.40,435.10,445.75,304,7459,3266731.00,
506685,ULTRAMARINE ,X ,Q,346.00,357.50,340.10,342.75,342.00,351.70,124,8032,2775965.00,
506687,TRANSPEK    ,X ,Q,1280.00,1294.00,1271.00,1284.90,1284.00,1284.00,62,2246,2884209.00,
506690,UNICHEM LAB ,B ,Q,345.95,347.00,335.20,338.45,340.35,346.80,426,23743,8089262.00,
506720,ZANDUREALTY ,B ,Q,2183.85,2183.85,2080.05,2089.35,2080.05,2155.50,56,231,491959.00,
506734,MYS PETRO   ,X ,Q,143.00,143.00,135.00,135.85,135.55,144.00,21,3951,549472.00,
506767,ALKYL AMINES,B ,Q,634.35,634.35,615.50,618.65,618.65,622.15,31,407,252981.00,
506808,TUTICORIN.  ,XT,Q,14.00,14.58,13.20,13.20,13.20,13.89,28,11075,158326.00,
506820,ASTRAZEN.PH.,B ,Q,1040.70,1040.70,1025.00,1029.15,1025.10,1032.45,54,413,425320.00,
506852,PUN.ALKALI  ,X ,Q,24.25,25.00,24.05,24.10,24.10,24.35,2397,280380,6847430.00,
506854,TANFAC IND. ,X ,Q,118.05,124.65,117.05,117.05,117.05,123.20,163,25785,3100559.00,
506858,GUJ.PETRO   ,XT,Q,27.25,27.25,27.20,27.25,27.25,26.05,3,510,13891.00,
506863,SWADESHI IND,X ,Q,1.64,1.64,1.64,1.64,1.64,1.72,22,7367,12081.00,
506879,GUJ.THEMIS. ,X ,Q,47.20,48.90,47.20,47.35,47.85,48.00,57,8263,396738.00,
